145;85;Capitalist USD;USD Capitalist;840;1;11111111110111111111110110011111111111111111111100000000011111100111111111111110101101000000100000001110010000000011001001111101011111011111111111111111110111001101110111111001110001110000000001000111111100
146;159;Visa/MasterCard GBP;GBP Карта;826;3;11001111000110101011000010011101001000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
147;121;Тинькофф QR;RUB ТКС QR;643;3;10001011110111111110000110011100001000000000000000000000010010000000000110001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
148;104;Криптобиржи USD;USD Trade;840;1;11111111111110001111111111111111111111111111111000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
149;9;Monero (XMR);XMR;991;0;11111111110111111111111111111111111111111111111111100000011111100111111111111110000111000000000010001101000001000111111111111111111111011111111111111111110111011101110111111011110001110110000111111001111100
150;198;Ria USD;USD Ria;840;4;10001010000001110000000000000000000000000000000100000000011000100000001000001000000000000000000000000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
151;199;Ria EUR;EUR Ria;978;4;10001010000001000000000000000000000000000000000100000000011000000000001000001000000000000000000000000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
152;89;PaySera USD;USD PaySera;840;1;00000000000000000000000000000000000000000000000100000000011001100000001100101110000000000100000000000000000000000000000000000000000000000000000000000001010000000000000100000000000000000100000000000001000000
153;105;Криптобиржи EUR;EUR Trade;978;1;11001011001110000000000100011101000001110111000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
154;97;Epay USD;USD Epay;840;1;11001111100111010010010110011111011101000000000100000000011001100011101111101110000000001100000000000000000000000011111001000000000000000000000000001111010001000000000101000000000001000110000000000001000000
155;155;Visa/MasterCard SEK;SEK Карта;752;3;11001011000100100010000010001100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
156;61;PM e-Voucher USD;USD PMV;840;1;11111111110111111111110110011111011111100111111110100001011111100111111111111110000111000000000000001110000001000011111101111111111111011111111111111111110111011101110111111011110001010000000001000111111000
157;128;Райффайзен;RUB РФБ;643;3;11111111110111111111111111111111111111111111111101000000011111100011111111111110000111000000110000001110000000000000000000000001011101011111111000001111000111001100110000100001110000010000000000000001000000
158;137;Райффайзен UAH;UAH РФБ;980;3;11111111110111111111110111111111111111111111111111100011011111100011111111111110000111000000110100001110000000000111001001111111111111011111111111111111110111001101110010111001110000010000000000000001000000
159;184;Счет ИП или ООО;RUB РасчСчет;643;3;10000000000000000000000000000000000000000000000000000000011000000000001010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
160;6;Ether Classic (ETC);ETC;990;0;11111111110111111111111111111111111111111111111111000000011111100111111111111110000111000000000010001111000001000111111111111111111111011111111111111111110011001101110111111001000000010010000111111001110000
161;8;Ripple (XRP);XRP;989;0;11111111110111111111111111111111111111111111111111100001011111100111111111111110001111000000100010001111100001000111111111111111111111011111111111111111110111011101110111111011110001110110000111111111111100
162;13;Zcash (ZEC);ZEC;988;0;11111111110111111111111111111111111111111111111110100001011111100111111111111110001111000000100010001111100001000111111101111111111111011111111111111111110111011101110111111011110001110010000111111111111100
163;14;Tether Omni (USDT);USDT Omni;840;0;11111111110111111111111111111111111111111111111111100000011111100111111111111110000111000000110110001100000001000111111111111111111111011111111111111111110111001101110111111001110001110110000111111111111101
164;70;PayPal GBP;GBP PayPal;826;1;00000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111101000000001000000000000000000100000000000000000000000000001001000
165;99;Alipay;CNY Alipay;156;1;00000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000100000000000000000000000000000000000000000000000000000000000000000000000000001100000
166;175;Любой банк CNY;CNY Банк;156;3;10001011100110111100000010001100000000000000000000000000011010000000001110001110000000000000000000000100000000000000000000000000000000000000000000000000000000010000100000000010010000000000000000000000000000
167;178;Любой банк THB;THB Банк;764;3;10001011100110111100000010001100000000000000000111000000011011000000001110001110000000000000000000000100000000000011001001000000000000011111101000000101000000010000100010100010000000000000000000000000000000
168;34;0x (ZRX);ZRX;108;0;11111111110111111111011111111111111111111111110100000000011111100011111111111110000111000000000010001101000000000111111101111111110111011111111011111111010000001001100111101001000000010010000111011001111000
