840;949;0.1256303503
1003;967;45341.192473362
1003;993;1399.874011339
1003;840;0.8739490217
109;1003;0.00496
1004;993;199.3163449369
1004;840;0.1240772222
1004;967;6479.8315243804
109;949;0.0005208333
109;987;2.041
156;840;6.54655
109;643;5.46429E-5
109;566;2.29316E-5
643;752;8.83414
980;752;3.2408
974;752;0.30473
978;752;0.0981017315
860;980;376.97
967;752;2.2055E-6
998;752;0.0022055252
156;752;0.7557
398;356;5.83
51;826;724.24
985;752;0.4552
949;752;0.921855
752;156;1.3189
752;978;10.1794
752;826;11.8036
752;356;0.118695
752;392;0.078997
752;985;2.1993
752;643;0.113253
752;949;1.0803
752;840;8.6177
840;752;0.1155049449
643;498;4.26149
993;104;3.43223E-5
989;104;0.1098571171
498;840;17.9178
498;51;0.03392
498;978;21.1529
498;980;0.6411
498;826;24.5483
498;949;2.247
498;974;6.824
498;643;0.2354
498;356;0.24671
498;860;0.001706
498;398;0.04227
498;392;0.164248
498;156;2.7384
498;985;4.5622
1005;967;1994.9527694932
1006;993;91.6443283616
1006;840;0.0568965601
1006;967;2974.5084624766
840;578;0.1156575449
840;417;0.0117922518
840;348;0.0032325061
840;203;0.0449860768
967;949;2.3978E-6
998;949;0.0023977607
643;417;0.897991
980;417;0.32974
974;417;0.030979
860;949;1319.94
398;978;499.9
51;417;6.23
498;417;0.21128
643;578;8.86921
980;578;3.2498
974;578;0.30557
978;578;0.0983738798
860;764;338.96
156;578;0.7566
398;840;423.36
51;578;61.53
985;578;0.4564
949;578;0.92437
752;578;1.003822
498;578;2.0798
643;203;3.42687
980;203;1.2593
974;203;0.118233
978;203;0.0381199253
860;752;1220.8
398;348;1.371
51;203;23.8
985;203;0.1765
752;203;0.387699
498;203;0.806
643;348;0.246802
980;348;0.090608
978;348;0.0027413784
860;643;138.46
398;974;161.4
51;348;1.713
985;348;0.01271
752;348;0.027925
498;348;0.058027
1005;993;61.4545052298
1005;840;0.0382129777
417;840;84.8
417;978;100.1106
417;398;0.2004
417;643;1.1132
860;458;2543.92
860;498;586.37
860;398;24.96
860;417;123.87
860;392;96.72
860;356;144.87
860;360;0.728
860;348;34.01
860;826;14428.1
860;978;12435.84
860;203;473.06
109;840;0.0042095479
1007;993;404.5994869679
1007;840;0.2513260907
109;1007;0.01674
398;458;102.16
860;156;1611.61
985;458;0.9466
498;458;4.3214
980;360;0.0019384
980;704;0.0012141
978;360;5.87393E-5
860;985;2687.18
860;578;1220.96
860;974;4000.79
860;51;19.9
985;360;0.00027211
840;360;6.9176E-5
840;458;0.2411672495
840;704;4.32057E-5
109;1008;0.12723
1008;840;0.0327750862
1008;967;1714.5600438927
1008;993;52.7430333046
109;1009;0.11528
1009;967;1895.8424175783
1009;840;0.036284964
109;993;6.7844446254
643;109;17868.16
978;109;197.9606
826;109;169.783
967;109;0.0045298
967;1010;3.64E-6
993;109;0.145775
840;109;232.6427
840;1010;0.18685
566;109;43608
949;109;1886
1010;109;1239.1573729864
1010;840;5.2293050254
